VIN (17 CHARACTERS),VIN,BRAND,TYPE,PRODUCT,SERIES,MODEL,TECHNICAL TYPE,ICE CODE,DEVICE SERIAL NUMBER,SEVERITY LEVEL,CONTEXT,DEALER,DEALER NAME,DEALER CODE,COUNTRY OF COMPETENCE,LATITUDE,LONGITUDE,LAST KNOWN POSITION (COUNTRY),TELEMATICS BOX,TELEMATICS BRAND,TELEMATICS TYPE,TELEMATICS MODEL,OWNER NAME,ENGINE HOURS,LATEST COMMUNICATION DATE,BDE PROCESSED AT TIME,MYFLEET DEALER,MYFLEET DEALER NAME,EULA ACCEPTED
JJGN59SRTPC783568,JJGN59SRTPC783568,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,590SN,675747750,E.S.65.004.004.026,1598-3C0009F4,Critical,CNH_CE,No,Desconocido,190-08B404,Mexico,19.620668,-99.153534,Mexico,CM1X,CC,TLB_US,590SN (T3),TERRACEROS URBANIZADORES MFJ,355,2026-02-08 04:35:43,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
,JX1738469,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38000C15,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635302,-100.432159,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2025-07-23 11:03:56,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1750356,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38000D24,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.054403,-89.526459,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,17,2025-10-29 09:47:05,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1750357,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38000C8D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.081526,-88.299873,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,16,2026-02-07 17:22:30,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1750369,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38000CCC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.912085,-99.003487,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,28,2026-01-29 13:26:47,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1759481,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38003C64,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.981932,-98.810043,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,6,2026-01-27 15:21:25,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1759510,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38003C4C,Low,CNH_AG,Yes,"Agro Surte S.A De C.V., 38040 Celaya, Guanajuato",175451,Mexico,20.521681,-100.830864,Mexico,CM1X,CS,TRACTORS,JX75T,"Agro Surte S.A De C.V., 38040 Celaya, Guanajuato",1,2026-02-03 13:24:24,2026-02-09 00:33:33,190-08B004A,Agro Surte S.A De C.V.,Desconocido
,JX1761226,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004EDC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635582,-100.43235,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-01-30 18:35:18,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1761234,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38003C1C,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,16.940243,-96.704704,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-01-21 17:16:40,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1761245,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004E0A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.098454,-98.232971,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,4,2026-02-08 12:10:42,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1770614,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011615,A.A.02.014.004.006,1602-38004CDB,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097168,-98.235672,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,2,2026-02-07 09:34:57,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1771445,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-380049DB,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,16.940426,-96.705009,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-02-07 10:13:23,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1734294,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CE4,Low,CNH_AG,Yes,"Tracsa S.A. P.I. De C.V., 45590 Tlaquepaque, Jal.",513743,Mexico,23.135553,-103.246559,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tracsa S.A. P.I. De C.V., 45590 Tlaquepaque, Jal.",10,2026-02-05 15:13:38,2026-02-09 00:33:33,190-NM050CA,Tracsa S.A. P.I. De C.V.,Desconocido
,NH1734733,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000BBD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,23.91711,-106.894569,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,15,2026-01-19 09:08:32,2026-02-08 23:33:33,Desconocido,Desconocido,Desconocido
,NH1734938,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000BD4,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.69766,-100.115089,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",53,2026-02-09 11:42:43,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1735408,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000CE1,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.667215,-97.533379,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,18,2026-02-08 17:38:33,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1743915,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CD4,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.106426,-98.808685,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",19,2026-01-24 14:05:05,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1744910,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CDD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.355679,-102.060661,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,33,2026-02-09 11:54:31,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1749018,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D6B,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635582,-100.432243,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,11,2025-09-23 11:30:07,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1749083,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38000D17,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.093054,-98.786507,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,38,2026-02-09 07:25:42,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1749104,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38000C65,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.106279,-99.212204,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,37,2026-02-08 09:01:25,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1750486,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000C7A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,17.930414,-99.607864,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,21,2025-12-10 07:58:55,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1750880,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000DA0,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635633,-100.432304,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,6,2025-10-08 10:56:50,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1751249,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CBD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.759949,-98.698746,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,12,2026-02-08 09:46:20,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1751316,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D9D,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,18.525928,-96.220062,Mexico,CM1X,NH,TRACTORS,TT4.90,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",1,2026-02-07 18:09:53,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
,NH1751322,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000DA4,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,23.644165,-103.619965,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,17,2025-11-24 17:30:06,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1752990,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D9E,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635567,-100.432388,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,1,2025-10-16 12:06:23,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1753045,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38004F38,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635408,-100.432312,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,1,2025-11-11 09:19:35,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1754367,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000C4E,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.374104,-102.133575,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,19,2026-02-09 12:04:08,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1755579,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F65,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.781137,-97.542526,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,37,2026-02-08 19:56:32,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1755673,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F60,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.279987,-100.011826,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,17,2026-02-08 10:54:05,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1755802,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F56,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.315042,-100.000778,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,21,2026-02-09 12:04:00,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758332,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38003D35,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.815702,-99.11451,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,5,2026-02-01 16:18:17,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758375,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F8A,Low,CNH_AG,Yes,"Agrotractores Del Sureste S.A. De C.V., 70120 Puerto Escondido, Oax.",175461,Mexico,17.183292,-95.062874,Mexico,CM1X,NH,TRACTORS,TT4.90,"Agrotractores Del Sureste S.A. De C.V., 70120 Puerto Escondido, Oax.",2,2026-01-30 15:46:01,2026-02-09 00:33:33,190-NM0266A,Agrotractores Del Sureste S.A. De C.V.,Desconocido
,NH1758952,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F7D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.972097,-102.11866,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,7,2026-02-07 18:05:27,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768768,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004FA9,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.63604,-100.432045,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,4,2026-02-07 11:31:00,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768769,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F3E,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635443,-100.432068,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,8,2026-01-29 09:28:00,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769261,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F42,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.636217,-100.432198,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-04 10:26:13,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769625,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004DFA,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.025978,-102.374588,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,15,2026-02-09 10:12:19,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769702,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004EC9,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097414,-98.23568,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-07 12:54:31,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770182,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004CDF,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.298439,-102.544319,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,13,2026-02-05 13:38:44,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770189,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004D4B,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097347,-98.23439,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-07 12:45:59,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770200,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004CDD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.050228,-101.568802,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,2,2026-02-07 09:23:17,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770228,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004D50,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.096991,-98.235672,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,2,2026-02-07 09:19:46,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH8749068,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.65,696055323,B.A.02.016.002.007,1602-38000D29,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.633974,-100.436279,Mexico,CM1X,NH,TRACTORS,TT4.65,Default Company,6,2025-10-10 09:02:18,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
JJGN58SNCHC743028,NHC743028,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580SN,675726730,E.S.65.004.002.018,1223-09009213,Warning,CNH_CE,Yes,"Crawler Supply Co., L.L.C.",101-064175,United States of America,21.113672,-89.617889,Mexico,AM53,CC,TLB_US,580 Super N WT,"Crawler Supply Co., L.L.C.",2614,2026-02-09 12:02:17,2026-02-09 00:33:33,101-064175A,"Crawler Supply Co., L.L.C.",Desconocido
NKJ1107NVSKT09692,NKJ1107NVSKT09692,CASE CONSTRUCTION,HEAVY EQUIPMENT,COMPACTION,NX Series,1107NX,547010738,E.R.90.010.001.001,1603-3600099A,Warning,CNH_CE,No,Desconocido,740-CF3949,India,19.043711,-98.009605,Mexico,CM1X,CC,CIC,1107NX (BSV),PNP INFRA,6,2026-01-22 15:59:18,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJ575SVARKH43341,NKJ575SVARKH43341,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-380007D2,Critical,CNH_CE,No,Desconocido,190-08B650,Mexico,21.084694,-100.485794,Mexico,CM1X,CC,TLB_EU,575SV (T3),GUILLERMO NUÑEZ OLVERA,947,2026-02-09 11:16:47,2026-02-09 00:33:33,190-08B650A,Mavepo Industrial S.A. De C.V.,Yes
NKJ770EXAPKH35634,NKJ770EXAPKH35634,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-3600062E,Critical,CNH_CE,No,Desconocido,740-CL0987,India,25.495609,-100.956131,Mexico,CM1X,CC,TLB_EU,770NXE (T3),Shivam Earthmovers,1,2026-02-08 15:06:32,2026-02-09 00:33:33,740-CO1471A,Deep Engineering Works Pvt Ltd,Yes
NKJ770EXJPKH38917,NKJ770EXJPKH38917,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-3600058E,Warning,CNH_CE,No,Desconocido,740-CF3949,India,19.629869,-99.784096,Mexico,CM1X,CC,TLB_EU,770EX (T4B),SARDHARA ENGINEERING,1035,2026-02-08 13:18:16,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJ770EXVPKH35602,NKJ770EXVPKH35602,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-3600047E,Low,CNH_CE,No,Desconocido,740-CL0987,India,17.668873,-99.533943,Mexico,CM1X,CC,TLB_EU,770EX (T4B),Shivam Earthmovers,11,2025-11-18 17:57:16,2026-02-09 00:33:33,740-CO1471A,Deep Engineering Works Pvt Ltd,Yes
PRCY9000CPPA06650,PRCY9000CPPA06650,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.021,531782586,Warning,CNH_AG,No,Agrotractores Del Centro Sa De Cv,175460,Mexico,21.890818,-98.53064,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,Miguel Ortega,2524,2026-02-09 12:03:06,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9000CRPA06845,PRCY9000CRPA06845,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,533075051,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,18.522133,-88.287262,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",9,2024-08-24 10:27:20,2026-02-09 01:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
PRCY9000JRPA07211,PRCY9000JRPA07211,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,540501808,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.636942,-100.430077,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Default Company,10,2025-12-09 15:55:18,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000LRPA06856,PRCY9000LRPA06856,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,533075095,Warning,CNH_AG,No,Maquinas Diesel Sa De Cv,513666,Mexico,18.24263,-95.637184,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,PEREZ BALDERAS LUIS CARLOS,1034,2026-02-09 12:04:15,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9000VRPA07177,PRCY9000VRPA07177,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,541547297,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,18.883417,-96.962395,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",12,2025-12-19 12:47:22,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
DAC210J6NMSFH1937,DAC210J6NMSFH1937,CASE CONSTRUCTION,HEAVY EQUIPMENT,CRAWLER EXCAVATORS,CXC,CX210C,540431213,E.R.70.006.010.010,1223-0901CE2B,Critical,CNH_CE,No,Desconocido,190-08B235_190-08B235A,Mexico,21.012661,-104.682587,Mexico,AM53,CC,CHEX,CX210C (T3 ISUZU),SECRETARIA DE ADMINISTRACION Y FINANZAS,2648,2026-02-06 14:39:40,2026-02-08 23:33:33,190-08B235A,Eq E Inn Para Agr Y Construccion Sadecv,Desconocido
,FR1705863,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DCC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.054356,-89.526505,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,3,2025-10-14 10:07:12,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1706456,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BB4,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.124781,-98.29953,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,1,2026-01-25 19:57:20,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1706686,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000DB4,Low,CNH_AG,Yes,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",520057,Mexico,20.220268,-101.795074,Mexico,CM1X,CS,TRACTORS,CM90,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",16,2026-02-09 11:50:05,2026-02-09 00:33:33,190-08B26AA,"Agtrac, S.A.P.I. De C.V.",Desconocido
,FR1708120,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BD5,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.582047,-101.556816,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,22,2026-02-09 12:04:10,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1708759,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DC3,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.054354,-89.52668,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,2,2025-12-02 09:52:47,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1708787,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000C39,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.310501,-99.647629,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,2,2026-02-09 11:32:19,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1709140,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DF9,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,28.213722,-105.454681,Mexico,CM1X,CS,TRACTORS,CM80,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2026-01-27 11:33:57,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1709355,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000E0E,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.341787,-99.879799,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,11,2026-01-17 13:01:52,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1725849,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000D26,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,16.779264,-96.599068,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,17,2026-02-09 11:58:12,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1725851,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000BAD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.633755,-100.430367,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,1,2025-06-04 08:40:29,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
