VIN (17 CHARACTERS),VIN,BRAND,TYPE,PRODUCT,SERIES,MODEL,TECHNICAL TYPE,ICE CODE,DEVICE SERIAL NUMBER,SEVERITY LEVEL,CONTEXT,DEALER,DEALER NAME,DEALER CODE,COUNTRY OF COMPETENCE,LATITUDE,LONGITUDE,LAST KNOWN POSITION (COUNTRY),TELEMATICS BOX,TELEMATICS BRAND,TELEMATICS TYPE,TELEMATICS MODEL,OWNER NAME,ENGINE HOURS,LATEST COMMUNICATION DATE,BDE PROCESSED AT TIME,MYFLEET DEALER,MYFLEET DEALER NAME,EULA ACCEPTED
,FR1702510,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000E07,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,19.948257,-99.777908,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",10,2026-02-08 18:55:15,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1702521,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000BD1,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,25.571901,-103.459717,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2026-02-03 12:38:49,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1706211,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000C1E,Low,CNH_AG,No,Alfonso R. Bours S.A. De C.V.,175504,Mexico,29.097795,-110.92939,Mexico,CM1X,CS,TRACTORS,CM80,Acuicola Tacachi,1,2026-02-08 12:21:20,2026-02-08 23:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Yes
,FR1706358,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BB7,Low,CNH_AG,Yes,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",520057,Mexico,23.203037,-102.891769,Mexico,CM1X,CS,TRACTORS,CM90,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",3,2026-02-08 17:19:56,2026-02-09 00:33:33,190-08B26AA,"Agtrac, S.A.P.I. De C.V.",Desconocido
,FR1706791,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BFA,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.537941,-98.744835,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,23,2026-02-08 11:18:29,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1708176,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BDD,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.280661,-99.827164,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,1,2026-01-31 11:29:26,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1708651,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055309,A.A.02.013.005.003,1602-38000DAB,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,19.941011,-99.28347,Mexico,CM1X,CS,TRACTORS,CM90,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2026-02-09 09:13:26,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1708746,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000DC8,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,28.597439,-100.585037,Mexico,CM1X,CS,TRACTORS,CM90,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2025-11-12 11:02:11,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1708915,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DAA,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.065313,-98.415421,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,39,2026-02-09 11:27:04,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1733760,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000CFC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.103031,-98.480217,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,20,2026-02-08 15:14:48,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1738740,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000D50,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.098124,-98.235756,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,2,2026-02-09 10:19:18,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1745236,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000D78,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.054285,-89.526672,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,13,2026-01-29 09:39:51,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1768644,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38004F82,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.636057,-100.432243,Mexico,CM1X,CS,TRACTORS,FRMLL 90JXM,Default Company,7,2026-01-26 11:18:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1770397,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38004D4A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097294,-98.235756,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,2,2026-02-07 10:06:01,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1770511,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-380049F5,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635645,-100.432205,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,1,2026-02-05 11:40:24,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR8707993,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055303,A.A.02.013.002.003,1602-38000BFC,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,20.11821,-98.783272,Mexico,CM1X,CS,TRACTORS,CM65,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",2,2026-01-27 10:56:16,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR8749085,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055304,A.A.02.013.002.004,1602-38000D2B,Low,CNH_AG,No,Agrotractores De La Cienega Sa De Cv,514659,Mexico,20.868498,-101.513031,Mexico,CM1X,CS,TRACTORS,FRMLL 65JXM,JOSE JUAN AGUILERA TREJO,6,2026-01-31 12:00:15,2026-02-09 00:33:33,190-08B240A,Agrotractores De La Cienega Sa De Cv,Yes
,FR8751288,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055304,A.A.02.013.002.004,1602-38000D99,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097517,-98.232712,Mexico,CM1X,CS,TRACTORS,FRMLL 65JXM,Default Company,7,2026-02-09 11:36:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
HACT7230JSG420727,HACT7230JSG420727,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.230,696127304,B.A.01.010.005.001,550333401,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.637478,-100.429947,Mexico,PCMF,NH,TRACTORS,T7.230,Default Company,4,2026-01-30 11:13:07,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
HACT7260KSG420611,HACT7260KSG420611,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.260,696127317,B.A.01.010.007.002,542923215,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.637281,-100.429871,Mexico,PCMF,NH,TRACTORS,T7.260,Default Company,2,2026-02-09 09:37:34,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
HBZN721EERAE16976,HBZN721EERAE16976,CASE CONSTRUCTION,HEAVY EQUIPMENT,WHEEL LOADERS,21E,721E,530201432,E.R.62.002.003.022,1596-3B0026B3,Low,CNH_CE,No,Desconocido,190-08B268,Mexico,25.879179,-100.219406,Mexico,CM1X,CC,WL,721E EC4 (T3),HARBORCAPITAL LEASING,975,2026-02-09 12:03:55,2026-02-09 00:33:33,190-08B268A,Casa Rivero Sa De Cv,Yes
HBZN821EHPAE16081,HBZN821EHPAE16081,CASE CONSTRUCTION,HEAVY EQUIPMENT,WHEEL LOADERS,21E,821E,530201420,E.R.62.002.004.015,1596-3B00090B,Critical,CNH_CE,No,Desconocido,190-08B268,Mexico,25.879267,-100.220634,Mexico,CM1X,CC,WL,821E (T3),HARBORCAPITAL LEASING,2103,2026-02-08 11:03:31,2026-02-09 00:33:33,190-08B268A,Casa Rivero Sa De Cv,Yes
HBZN845BAPAF10020,HBZN845BAPAF10020,CASE CONSTRUCTION,HEAVY EQUIPMENT,MOTOR GRADER,800B,845B,542200200,E.R.07.002.001.007,1596-3B000900,Low,CNH_CE,No,Desconocido,190-08B059_190-08B059A,Mexico,27.646223,-110.29464,Mexico,CM1X,CC,GR,845B (T3),COMISION JIAKI DEL AGUA,1905,2025-12-15 08:52:25,2026-02-08 23:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Yes
JAF0L318HRM456106,JAF0L318HRM456106,NEW HOLLAND CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,300 Series Skid Steer Loaders,L318,550710252,F.S.64.016.004.014,1598-3C00186C,Critical,CNH_CE,Yes,Maquinaria Y Tractores De Morelos Sadecv,190-08B237,Mexico,19.885658,-97.544052,Mexico,CM1X,NC,SSL,L318 (T3),Maquinaria Y Tractores De Morelos Sadecv,45,2026-02-08 09:36:18,2026-02-09 00:33:33,190-08B237A,Maquinaria Y Tractores De Morelos Sadecv,Desconocido
JAFSR200ERM457965,JAFSR200ERM457965,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR200B,550711204,E.S.64.009.006.003,1598-3C0013E9,Critical,CNH_CE,No,Desconocido,190-08B288,Mexico,20.638693,-87.077713,Mexico,CM1X,CC,SSL,SR200B (T3),JOSE ABEL CHIÑA LOPEZ,379,2026-02-08 09:14:52,2026-02-09 01:33:33,190-08B288A,Dimapesa Sa De Cv,Yes
JAFSR220CRM462825,JAFSR220CRM462825,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR220B,550711205,E.S.64.009.008.002,1598-3C0008B7,Low,CNH_CE,No,Desconocido,190-08B065,Mexico,21.876102,-102.264137,Mexico,CM1X,CC,SSL,SR220B (T3),MODELO INTEGRAL DE AGUAS DE AGUASCALIENTES,210,2026-02-09 11:07:17,2026-02-09 00:33:33,190-08B065A,Equipos Mejores S.A. De C.V.,Yes
JAFSR220KRM455717,JAFSR220KRM455717,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR220B,550711205,E.S.64.009.008.002,1598-3C000FF3,Low,CNH_CE,No,Desconocido,190-08B235,Mexico,20.633467,-103.436646,Mexico,CM1X,CC,SSL,SR220B (T3),ENAGRI,5,2026-02-08 13:24:24,2026-02-09 00:33:33,190-08B235A,Eq E Inn Para Agr Y Construccion Sadecv,Yes
JAFSR250LPM450212,JAFSR250LPM450212,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR250B,550711207,E.S.64.009.010.002,1598-3C000E40,Low,CNH_CE,No,Desconocido,190-08B235_190-08B235A,Mexico,29.220476,-110.929741,Mexico,CM1X,CC,SSL,SR250B (T3),FONDO NACIONAL DE INFRAESTRUCTURA,11,2026-01-21 10:29:29,2026-02-08 23:33:33,190-08B235A,Eq E Inn Para Agr Y Construccion Sadecv,Yes
JAFSV250JPM446442,JAFSV250JPM446442,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SV250B,550711206,E.S.64.009.011.003,1598-3C001509,Low,CNH_CE,Yes,Agrotractores De La Cienega Sa De Cv,190-08B240,Mexico,20.540545,-102.525307,Mexico,CM1X,CC,SSL,SV250B (T3),Agrotractores De La Cienega Sa De Cv,457,2026-02-09 11:55:12,2026-02-09 00:33:33,190-08B240A,Agrotractores De La Cienega Sa De Cv,Desconocido
JAFSV300HRM456279,JAFSV300HRM456279,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SV300B,550711208,E.S.64.009.014.002,1598-3C000D50,Critical,CNH_CE,No,Desconocido,190-08B288,Mexico,21.119572,-89.47509,Mexico,CM1X,CC,SSL,SV300B (T3),POLLO INDUSTRIALIZADO DE MEXICO,1571,2026-02-09 12:03:56,2026-02-09 00:33:33,190-08B288A,Dimapesa Sa De Cv,Yes
JAFSV300TRM455444,JAFSV300TRM455444,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SV300B,550711208,E.S.64.009.014.002,1598-3C0012CF,Low,CNH_CE,No,Desconocido,190-08B268,Mexico,25.827921,-100.302124,Mexico,CM1X,CC,SSL,SV300B (T3),COMPAÑIA INTERNACIONNAL DE METALES,3202,2026-02-09 11:15:17,2026-02-09 00:33:33,190-08B268A,Casa Rivero Sa De Cv,Yes
JJAMB340ERRK03291,JJAMB340ERRK03291,CASE IH,TRACTORS,AGRICULTURAL,MAGNUM™ AFS CONNECT™ (MODEL YEAR 2020 - 2024),MAGNUM™ 340 AFS CONNECT™,696150055,A.A.01.078.004.035,541168446,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.363583,-102.321648,Mexico,PCM,CS,TRACTORS,Magnum 340 PS HD TIER2,Default Company,14,2025-12-29 12:52:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
JJAMK385LSRK01971,JJAMK385LSRK01971,CASE IH,TRACTORS,AGRICULTURAL,MAGNUM™ (MODEL YEAR 2025+),MAGNUM™ 385,696159742,A.A.01.096.004.003,550747839,Low,CNH_AG,No,Maquinas Diesel Sa De Cv,513666,Mexico,19.172216,-97.794365,Mexico,PCM,CS,TRACTORS,MGNM 385,AGROSIM,50,2026-02-09 12:04:02,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Yes
JJAT8410VNRJ02065,JJAT8410VNRJ02065,NEW HOLLAND,TRACTORS,AGRICULTURAL,T8. PLM INTELLIGENCE™,T8.410 PLM INTELLIGENCE™,696150059,B.A.01.102.004.022,525855024,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.554523,-102.706322,Mexico,PCM,NH,TRACTORS,T8.410,ALBERTO ARANDA ACEVES,1412,2025-08-06 16:54:54,2026-02-09 00:33:33,190-NM0462A,Agrotractores De La Cienega Sa De Cv,Desconocido
JJATA320LRRJ03612,JJATA320LRRJ03612,NEW HOLLAND,TRACTORS,AGRICULTURAL,T8. PLM INTELLIGENCE™,T8.320 PLM INTELLIGENCE™,696150029,B.A.01.102.001.024,541357864,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.637037,-100.429863,Mexico,PCM,NH,TRACTORS,T8.320 PS TIER2,Default Company,5,2025-09-02 14:31:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
JJATB410CPRJ02305,JJATB410CPRJ02305,NEW HOLLAND,TRACTORS,AGRICULTURAL,T8. PLM INTELLIGENCE™,T8.410 PLM INTELLIGENCE™,696150059,B.A.01.102.004.028,527143745,Warning,CNH_AG,No,Agrotractores Del Norte Sa De Cv,514999,Mexico,25.636169,-103.502174,Mexico,PCM,NH,TRACTORS,T8.410,ATN,5153,2026-02-09 12:04:18,2026-02-09 00:33:33,190-NM007IA,Agrotractores Del Norte Sa De Cv,Desconocido
JJGN570NEPC777545,JJGN570NEPC777545,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER TRACTORS,Loader,570N EP,675604744,E.S.05.002.002.006,1596-3B00065A,Critical,CNH_CE,No,Desconocido,101-063780,United States of America,25.278301,-100.00753,Mexico,CM1X,CC,TL,570N (T4B),United Rentals,367,2026-02-08 16:51:10,2026-02-09 00:33:33,101-063780A,"United Rentals North America, Inc",Yes
JJGN580HTPC789018,JJGN580HTPC789018,CASE CONSTRUCTION,LIGHT EQUIPMENT,FORKLIFTS,H,586H,675902733,E.S.80.002.001.008,1596-3B000515,Low,CNH_CE,No,Desconocido,190-08B232,Mexico,32.567432,-115.335007,Mexico,CM1X,CC,FL,586H (T4B),JORDAN IMPLEMENT DE MEXICO,8,2024-10-24 14:23:33,2026-02-08 22:33:33,190-08B232A,Jordan Implement De Mexico S De Rl De Cv,Yes
JJGN58EPVPC778611,JJGN58EPVPC778611,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N EP,675716752,E.S.65.004.009.010,1596-3B0005CB,Critical,CNH_CE,No,Desconocido,101-061614,United States of America,18.991623,-97.904381,Mexico,CM1X,CC,TLB_EU,580N (T4B),Comercializadora De Resinas,7,2026-02-08 13:24:17,2026-02-09 00:33:33,101-061614D,"Nueces Farm Center, Inc.",Yes
JJGN58NREPC787381,JJGN58NREPC787381,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N,675717750,E.S.65.004.001.053,1598-3C000C11,Low,CNH_CE,No,Desconocido,190-08B404,Mexico,17.921127,-99.040298,Mexico,CM1X,CC,TLB_US,580N (T3),SANTIAGO RAMIREZ VARGAS,3902,2026-02-06 11:37:37,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
JJGN58NRLPC787412,JJGN58NRLPC787412,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N,675717050,E.S.65.004.001.050,1598-3C000A36,Low,CNH_CE,No,Desconocido,190-08B288,Mexico,20.67108,-87.064125,Mexico,CM1X,CC,TLB_US,580N (T3),MARIA ELSI CASANOVA ROJAS,3457,2026-02-09 12:59:54,2026-02-09 01:33:33,190-08B288A,Dimapesa Sa De Cv,Yes
JJGN58NRTPC787433,JJGN58NRTPC787433,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N,675717050,E.S.65.004.001.050,1598-3C0009C9,Low,CNH_CE,No,Desconocido,190-08B288,Mexico,25.880741,-100.221733,Mexico,CM1X,CC,TLB_US,580N (T3),Johnson Controls,1903,2026-02-08 19:25:28,2026-02-09 00:33:33,190-08B288A,Dimapesa Sa De Cv,Yes
JJGN58NRTRC787502,JJGN58NRTRC787502,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N,675717750,E.S.65.004.001.053,1598-3C0007C0,Low,CNH_CE,Yes,Maquinaria Y Tractores De Morelos Sadecv,190-08B237,Mexico,18.618895,-98.554184,Mexico,CM1X,CC,TLB_US,580N (T3),Maquinaria Y Tractores De Morelos Sadecv,7,2025-01-06 07:33:27,2026-02-09 00:33:33,190-08B237A,Maquinaria Y Tractores De Morelos Sadecv,Desconocido
JJGN58NRVRC787555,JJGN58NRVRC787555,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N,675717750,E.S.65.004.001.053,1598-3C000A65,Low,CNH_CE,No,Desconocido,190-08B215,Mexico,16.436213,-96.188034,Mexico,CM1X,CC,TLB_US,580N (T3),MUNICIPIO SAN CARLOS YAUTEPEC,943,2026-02-09 12:04:21,2026-02-09 00:33:33,190-08B215A,"Maquirent Oaxaca, Sa De Cv",Yes
JJGN58SREPC781682,JJGN58SREPC781682,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580SN,675727750,E.S.65.004.002.040,1598-3C000C24,Critical,CNH_CE,No,Desconocido,190-08B059,Mexico,32.602085,-115.48674,Mexico,CM1X,CC,TLB_US,580SN (T3),MJ INDUSTRIAL,861,2026-02-08 10:50:44,2026-02-08 22:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Yes
JJGN58SRLPC781713,JJGN58SRLPC781713,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580SN,675727750,E.S.65.004.002.040,1598-3C0009FF,Critical,CNH_CE,No,Desconocido,190-08B235,Mexico,24.41214,-107.286766,Mexico,CM1X,CC,TLB_US,580SN (T3),PROMOTORA DEL DESARROLLO DE AMERICA LATINA,1236,2026-02-09 11:04:32,2026-02-08 23:33:33,190-08B235A,Eq E Inn Para Agr Y Construccion Sadecv,Yes
JJGN58SRLRC781830,JJGN58SRLRC781830,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580SN,675727750,E.S.65.004.002.040,1598-3C000AD7,Low,CNH_CE,No,Desconocido,190-08B232,Mexico,32.596817,-115.423065,Mexico,CM1X,CC,TLB_US,580SN (T3),JUAN CARLOS PATIÑO ALVARADO,1443,2026-02-09 09:29:06,2026-02-08 22:33:33,190-08B232A,Jordan Implement De Mexico S De Rl De Cv,Yes
JJGN59SRPPC783569,JJGN59SRPPC783569,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,590SN,675747750,E.S.65.004.004.026,1598-3C0009E5,Low,CNH_CE,No,Desconocido,190-08B272,Mexico,28.583876,-100.594055,Mexico,CM1X,CC,TLB_US,590SN (T3),COSAR,1993,2026-02-08 16:21:44,2026-02-09 00:33:33,190-08B272A,Rentec Sa De Cv,Yes
,JX1753567,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004F25,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.968639,-98.808434,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,3,2025-12-26 16:27:02,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1759837,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004F7C,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.076403,-97.903877,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,31,2026-02-08 10:30:19,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1761148,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38000CC8,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.904018,-103.862854,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-01-23 09:40:48,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1734605,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38000CEA,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.318518,-98.620811,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-01-05 16:33:20,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1734937,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CF0,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.460516,-101.454041,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",46,2026-02-06 11:47:09,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1735073,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000BD0,Low,CNH_AG,Yes,"Tracsa S.A. P.I. De C.V., 45590 Tlaquepaque, Jal.",513743,Mexico,19.382874,-104.053177,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tracsa S.A. P.I. De C.V., 45590 Tlaquepaque, Jal.",1,2026-01-23 17:22:43,2026-02-09 00:33:33,190-NM050CA,Tracsa S.A. P.I. De C.V.,Desconocido
,NH1735210,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D8B,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.325884,-99.279938,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,5,2026-02-08 13:03:14,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735283,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D7D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.125282,-102.242523,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,35,2026-02-08 18:14:31,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735354,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D82,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.873987,-97.546707,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,9,2026-02-07 16:51:08,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735428,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000BAB,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635794,-100.432167,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2025-07-10 13:33:10,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735429,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D7C,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.17502,-102.465652,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,6,2026-01-26 12:42:11,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1743972,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CD1,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.499649,-100.057892,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",20,2026-02-09 09:11:34,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
